Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Left Arm,Spreadsheet: Right Arm,Spreadsheet: Left SR,Spreadsheet: Right SR,Spreadsheet: Left Payoff,Spreadsheet: Right Payoff,Spreadsheet: Condition,Spreadsheet: randomise_trials,Spreadsheet: block_flag,Spreadsheet: Win,Spreadsheet: Left Payoff Text,Spreadsheet: Right Payoff Text,Spreadsheet: Win Text,Manipulation: Spreadsheet,Store: greenBox.png,Store: blueBox.png,Store: points
33,1720175676198,05/07/2024 10:34:36,1720179276198,1,05/07/2024 12:34:36,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,9,Trial,Bandits,91qg1k,2,response,greenBox.png,728.6000000000058,716.1000000000058,728.6000000000058,728.6000000000058,716.1000000000058,728.6000000000058,1,728.6000000000058,0,0,,Click Response,Left SR,3,object-19,Trial,greenBox.png,blueBox.png,**R**,**r**,1,3,Win r = R,16,16,1,# You **won 1** point,# You **won 3** point,# Winning,,,,
34,1720175680182,05/07/2024 10:34:40,1720179280182,1,05/07/2024 12:34:40,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,9,Trial,Feedback Left,n9r2n7,3,timedOut,,3997.8000000715256,3996.7000000000116,3997.8000000715256,3997.8000000715256,3996.7000000000116,3997.8000000715256,1,3997.8000000715256,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**r**,1,3,Win r = R,16,16,1,# You **won 1** point,# You **won 3** point,# Winning,,,,
35,1720175681148,05/07/2024 10:34:41,1720179281148,1,05/07/2024 12:34:41,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,10,Trial,Fixation,gnptrq,1,continue,,965.5999999999767,965.5999999999767,965.5999999999767,965.5999999999767,965.5999999999767,965.5999999999767,1,965.5999999999767,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**r**,7,5,Win r = R,16,16,1,# You **won 7** points,# You **won 5** points,# Winning,,,,
36,1720175681866,05/07/2024 10:34:41,1720179281866,1,05/07/2024 12:34:41,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,10,Trial,Bandits,91qg1k,2,response,greenBox.png,718.2000000000116,716,718.2000000000116,718.2000000000116,716,718.2000000000116,1,718.2000000000116,0,0,,Click Response,Left Arm,1,object-17,Trial,greenBox.png,blueBox.png,**R**,**r**,7,5,Win r = R,16,16,1,# You **won 7** points,# You **won 5** points,# Winning,,,,
37,1720175685863,05/07/2024 10:34:45,1720179285863,1,05/07/2024 12:34:45,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,10,Trial,Feedback Left,n9r2n7,3,timedOut,,4000.9000000476954,3997.3000000000175,4000.9000000476954,4000.9000000476954,3997.3000000000175,4000.9000000476954,1,4000.9000000476954,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**r**,7,5,Win r = R,16,16,1,# You **won 7** points,# You **won 5** points,# Winning,,,,
38,1720175686826,05/07/2024 10:34:46,1720179286826,1,05/07/2024 12:34:46,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,11,Trial,Fixation,gnptrq,1,continue,,965.6000000000058,965.6000000000058,965.6000000000058,965.6000000000058,965.6000000000058,965.6000000000058,1,965.6000000000058,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**r**,3,4,Win r = R,16,16,1,# You **won 3** points,# You **won 4** point,# Winning,,,,
39,1720175688217,05/07/2024 10:34:48,1720179288217,1,05/07/2024 12:34:48,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,11,Trial,Bandits,91qg1k,2,response,blueBox.png,1390.600000071514,1382.1999999999825,1390.600000071514,1390.600000071514,1382.1999999999825,1390.600000071514,1,1390.600000071514,0,0,,Click Response,Right SR,4,object-20,Trial,greenBox.png,blueBox.png,**R**,**r**,3,4,Win r = R,16,16,1,# You **won 3** points,# You **won 4** point,# Winning,,,,
40,1720175692207,05/07/2024 10:34:52,1720179292207,1,05/07/2024 12:34:52,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,11,Trial,Feedback Right,g47dtj,3,timedOut,,3999.3000000476895,3996.7000000000116,3999.3000000476895,3999.3000000476895,3996.7000000000116,3999.3000000476895,1,3999.3000000476895,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**r**,3,4,Win r = R,16,16,1,# You **won 3** points,# You **won 4** point,# Winning,,,,
41,1720175693171,05/07/2024 10:34:53,1720179293171,1,05/07/2024 12:34:53,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,12,Trial,Fixation,gnptrq,1,continue,,965.7999999999884,965.7999999999884,965.7999999999884,965.7999999999884,965.7999999999884,965.7999999999884,1,965.7999999999884,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**r**,5,4,Win r = R,16,16,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
42,1720175694018,05/07/2024 10:34:54,1720179294018,1,05/07/2024 12:34:54,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,12,Trial,Bandits,91qg1k,2,response,greenBox.png,845.6000000000058,832.7000000000116,845.6000000000058,845.6000000000058,832.7000000000116,845.6000000000058,1,845.6000000000058,0,0,,Click Response,Left SR,3,object-19,Trial,greenBox.png,blueBox.png,**R**,**r**,5,4,Win r = R,16,16,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
43,1720175698002,05/07/2024 10:34:58,1720179298002,1,05/07/2024 12:34:58,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,12,Trial,Feedback Left,n9r2n7,3,timedOut,,3999.2999999761523,3996.5,3999.2999999761523,3999.2999999761523,3996.5,3999.2999999761523,1,3999.2999999761523,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**r**,5,4,Win r = R,16,16,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
44,1720175706127,05/07/2024 10:35:06,1720179306127,1,05/07/2024 12:35:06,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,1,rR Losing,Screen 1,w7og9r,1,continue,,8126.500000000029,8110.100000000006,8126.500000000029,8126.500000000029,8110.100000000006,8126.500000000029,1,8126.500000000029,0,0,,Click To Continue,Continue Button,2,object-202,rR Losing,,,,,,,,,,,,,,,,,
45,1720175707077,05/07/2024 10:35:07,1720179307077,1,05/07/2024 12:35:07,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,13,Trial,Fixation,gnptrq,1,continue,,965.6999999999825,965.6999999999825,965.6999999999825,965.6999999999825,965.6999999999825,965.6999999999825,1,965.6999999999825,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-3,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
46,1720175707861,05/07/2024 10:35:07,1720179307861,1,05/07/2024 12:35:07,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,13,Trial,Bandits,91qg1k,2,response,greenBox.png,782.8000000000175,766.2000000000116,782.8000000000175,782.8000000000175,766.2000000000116,782.8000000000175,1,782.8000000000175,0,0,,Click Response,Right SR,4,object-20,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-3,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
47,1720175711839,05/07/2024 10:35:11,1720179311839,1,05/07/2024 12:35:11,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,13,Trial,Feedback Right,g47dtj,3,timedOut,,3997.500000023836,3996.499999999971,3997.500000023836,3997.500000023836,3996.499999999971,3997.500000023836,1,3997.500000023836,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-3,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
48,1720175712806,05/07/2024 10:35:12,1720179312806,1,05/07/2024 12:35:12,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,14,Trial,Fixation,gnptrq,1,continue,,965.8000000000466,965.8000000000466,965.8000000000466,965.8000000000466,965.8000000000466,965.8000000000466,1,965.8000000000466,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-7,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
49,1720175713161,05/07/2024 10:35:13,1720179313161,1,05/07/2024 12:35:13,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,14,Trial,Bandits,91qg1k,2,response,greenBox.png,356.2000000238186,349.8999999999651,356.2000000238186,356.2000000238186,349.8999999999651,356.2000000238186,1,356.2000000238186,0,0,,Click Response,Right SR,4,object-20,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-7,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
50,1720175717152,05/07/2024 10:35:17,1720179317152,1,05/07/2024 12:35:17,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,14,Trial,Feedback Right,g47dtj,3,timedOut,,3998.4000000476954,3996.600000000035,3998.4000000476954,3998.4000000476954,3996.600000000035,3998.4000000476954,1,3998.4000000476954,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-7,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
51,1720175718117,05/07/2024 10:35:18,1720179318117,1,05/07/2024 12:35:18,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,15,Trial,Fixation,gnptrq,1,continue,,966.1999999999534,966.1999999999534,966.1999999999534,966.1999999999534,966.1999999999534,966.1999999999534,1,966.1999999999534,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-5,-1,Lose r = R,11,11,0,# You **lost 5** points,# You **lost 1** point,# Losing,,,,
52,1720175718977,05/07/2024 10:35:18,1720179318977,1,05/07/2024 12:35:18,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,15,Trial,Bandits,91qg1k,2,response,blueBox.png,859.7999999761814,849.3000000000466,859.7999999761814,859.7999999761814,849.3000000000466,859.7999999761814,1,859.7999999761814,0,0,,Click Response,Left SR,3,object-19,Trial,blueBox.png,greenBox.png,**r**,**R**,-5,-1,Lose r = R,11,11,0,# You **lost 5** points,# You **lost 1** point,# Losing,,,,
53,1720175722964,05/07/2024 10:35:22,1720179322964,1,05/07/2024 12:35:22,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,15,Trial,Feedback Left,n9r2n7,3,timedOut,,3997.5999999999767,3996.5999999999767,3997.5999999999767,3997.5999999999767,3996.5999999999767,3997.5999999999767,1,3997.5999999999767,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-5,-1,Lose r = R,11,11,0,# You **lost 5** points,# You **lost 1** point,# Losing,,,,
54,1720175723929,05/07/2024 10:35:23,1720179323929,1,05/07/2024 12:35:23,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,16,Trial,Fixation,gnptrq,1,continue,,965.9000000000233,965.9000000000233,965.9000000000233,965.9000000000233,965.9000000000233,965.9000000000233,1,965.9000000000233,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-3,-5,Lose r = R,11,11,0,# You **lost 3** points,# You **lost 5** points,# Losing,,,,
55,1720175724563,05/07/2024 10:35:24,1720179324563,1,05/07/2024 12:35:24,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,16,Trial,Bandits,91qg1k,2,response,blueBox.png,633.0999999999767,616.2999999999884,633.0999999999767,633.0999999999767,616.2999999999884,633.0999999999767,1,633.0999999999767,0,0,,Click Response,Left SR,3,object-19,Trial,blueBox.png,greenBox.png,**r**,**R**,-3,-5,Lose r = R,11,11,0,# You **lost 3** points,# You **lost 5** points,# Losing,,,,
56,1720175728542,05/07/2024 10:35:28,1720179328542,1,05/07/2024 12:35:28,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,16,Trial,Feedback Left,n9r2n7,3,timedOut,,3997.600000071514,3996.399999999965,3997.600000071514,3997.600000071514,3996.399999999965,3997.600000071514,1,3997.600000071514,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-3,-5,Lose r = R,11,11,0,# You **lost 3** points,# You **lost 5** points,# Losing,,,,
57,1720175731788,05/07/2024 10:35:31,1720179331788,1,05/07/2024 12:35:31,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,1,End,End,ocbz4x,1,continue,,3246.600000047707,3230.9000000000233,3246.600000047707,3246.600000047707,3230.9000000000233,3246.600000047707,1,3246.600000047707,0,0,,Click To Continue,Continue Button,2,object-64,End,,,,,,,,,,,,,,,,,
58,1720175731800,05/07/2024 10:35:31,1720179331800,1,05/07/2024 12:35:31,172913,29,task-c2ir,,38767696,BLIND,11376173,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,D,Consent,eligible,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1720175565487,05/07/2024 10:32:45,1720179165487,1,05/07/2024 12:32:45,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1720175583283,05/07/2024 10:33:03,1720179183283,1,05/07/2024 12:33:03,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions 1,so2kpt,1,continue,,17807.303999976157,17799.104,17807.303999976157,17807.303999976157,17799.104,17807.303999976157,1,17807.303999976157,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,,,,,,,,,,,
3,1720175602860,05/07/2024 10:33:22,1720179202860,1,05/07/2024 12:33:22,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions 2,em4532,2,continue,,19585.499999928474,19582.7,19585.499999928474,19585.499999928474,19582.7,19585.499999928474,1,19585.499999928474,0,0,,Click To Continue,Continue Button,2,object-106,Instructions,,,,,,,,,,,,,,,,,
4,1720175606037,05/07/2024 10:33:26,1720179206037,1,05/07/2024 12:33:26,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions 3,ks39vb,3,continue,,3179.699999904631,3166.2999999999956,3179.699999904631,3179.699999904631,3166.2999999999956,3179.699999904631,1,3179.699999904631,0,0,,Click To Continue,Continue Button,2,object-127,Instructions,,,,,,,,,,,,,,,,,
5,1720175615849,05/07/2024 10:33:35,1720179215849,1,05/07/2024 12:33:35,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,1,SR Winning,Screen 1,pxw3h7,1,continue,,9826.300000000003,9816.300000000003,9826.300000000003,9826.300000000003,9816.300000000003,9826.300000000003,1,9826.300000000003,0,0,,Click To Continue,Continue Button,2,object-198,SR Winning,,,,,,,,,,,,,,,,,
6,1720175616808,05/07/2024 10:33:36,1720179216808,1,05/07/2024 12:33:36,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Trial,Fixation,gnptrq,1,continue,,967,967,967,967,967,967,1,967,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,3,4,Win S = R,6,6,1,# You **won 3** points,# You **won 4** points,# Winning,,,,
7,1720175618337,05/07/2024 10:33:38,1720179218337,1,05/07/2024 12:33:38,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Trial,Bandits,91qg1k,2,response,greenBox.png,1529.7999999523163,1516.199999999997,1529.7999999523163,1529.7999999523163,1516.199999999997,1529.7999999523163,1,1529.7999999523163,0,0,,Click Response,Left Arm,1,object-17,Trial,greenBox.png,blueBox.png,**R**,**S**,3,4,Win S = R,6,6,1,# You **won 3** points,# You **won 4** points,# Winning,,,,
8,1720175622325,05/07/2024 10:33:42,1720179222325,1,05/07/2024 12:33:42,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Trial,Feedback Left,n9r2n7,3,timedOut,,4002.800000000003,4000.7000000000044,4002.800000000003,4002.800000000003,4000.7000000000044,4002.800000000003,1,4002.800000000003,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,3,4,Win S = R,6,6,1,# You **won 3** points,# You **won 4** points,# Winning,,,,
9,1720175623291,05/07/2024 10:33:43,1720179223291,1,05/07/2024 12:33:43,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,2,Trial,Fixation,gnptrq,1,continue,,966.7999999999956,966.7999999999956,966.7999999999956,966.7999999999956,966.7999999999956,966.7999999999956,1,966.7999999999956,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,1,4,Win S = R,6,6,1,# You **won 1** point,# You **won 4** points,# Winning,,,,
10,1720175624113,05/07/2024 10:33:44,1720179224113,1,05/07/2024 12:33:44,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,2,Trial,Bandits,91qg1k,2,response,blueBox.png,822.8000000000029,815.6000000000058,822.8000000000029,822.8000000000029,815.6000000000058,822.8000000000029,1,822.8000000000029,0,0,,Click Response,Right Arm,2,object-18,Trial,greenBox.png,blueBox.png,**R**,**S**,1,4,Win S = R,6,6,1,# You **won 1** point,# You **won 4** points,# Winning,,,,
11,1720175628106,05/07/2024 10:33:48,1720179228106,1,05/07/2024 12:33:48,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,2,Trial,Feedback Right,g47dtj,3,timedOut,,4000.4999999523134,4000,4000.4999999523134,4000.4999999523134,4000,4000.4999999523134,1,4000.4999999523134,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,1,4,Win S = R,6,6,1,# You **won 1** point,# You **won 4** points,# Winning,,,,
12,1720175629073,05/07/2024 10:33:49,1720179229073,1,05/07/2024 12:33:49,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,3,Trial,Fixation,gnptrq,1,continue,,966.7999999999956,966.7999999999956,966.7999999999956,966.7999999999956,966.7999999999956,966.7999999999956,1,966.7999999999956,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,7,4,Win S = R,6,6,1,# You **won 7** points,# You **won 4** points,# Winning,,,,
13,1720175630088,05/07/2024 10:33:50,1720179230088,1,05/07/2024 12:33:50,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,3,Trial,Bandits,91qg1k,2,response,greenBox.png,1015.4000000000015,999.8000000000029,1015.4000000000015,1015.4000000000015,999.8000000000029,1015.4000000000015,1,1015.4000000000015,0,0,,Click Response,Left Arm,1,object-17,Trial,greenBox.png,blueBox.png,**R**,**S**,7,4,Win S = R,6,6,1,# You **won 7** points,# You **won 4** points,# Winning,,,,
14,1720175634073,05/07/2024 10:33:54,1720179234073,1,05/07/2024 12:33:54,172913,29,task-c2ir,,38767738,BLIND,11376225,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x585,,,0,2-Armed Bandit (rehearsal),5,B,Consent,eligible,Spreadsheet1,Spreadsheet1,3,Trial,Feedback Left,n9r2n7,3,timedOut,,4000.399999952315,3999.7999999999956,4000.399999952315,4000.399999952315,3999.7999999999956,4000.399999952315,1,4000.399999952315,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,7,4,Win S = R,6,6,1,# You **won 7** points,# You **won 4** points,# Winning,,,,
