Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m3e1,branch-sizd,branch-yuxs,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Left Arm,Spreadsheet: Right Arm,Spreadsheet: Left SR,Spreadsheet: Right SR,Spreadsheet: Left Payoff,Spreadsheet: Right Payoff,Spreadsheet: Condition,Spreadsheet: randomise_trials,Spreadsheet: block_flag,Spreadsheet: Win,Spreadsheet: Left Payoff Text,Spreadsheet: Right Payoff Text,Spreadsheet: Win Text,Manipulation: Spreadsheet,Store: greenBox.png,Store: blueBox.png,Store: points
33,1720170206220,05/07/2024 09:03:26,1720173806220,1,05/07/2024 11:03:26,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,10,Trial,Fixation,gnptrq,1,continue,,966.5,966.5,966.5,966.5,966.5,966.5,1,966.5,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**r**,7,5,Win r = R,16,16,1,# You **won 7** points,# You **won 5** points,# Winning,,,,
34,1720170207358,05/07/2024 09:03:27,1720173807358,1,05/07/2024 11:03:27,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,10,Trial,Bandits,91qg1k,2,response,greenBox.png,1138,1133.199999999997,1138,1138,1133.199999999997,1138,1,1138,0,0,,Click Response,Left Arm,1,object-17,Trial,greenBox.png,blueBox.png,**R**,**r**,7,5,Win r = R,16,16,1,# You **won 7** points,# You **won 5** points,# Winning,,,,
35,1720170211353,05/07/2024 09:03:31,1720173811353,1,05/07/2024 11:03:31,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,10,Trial,Feedback Left,n9r2n7,3,timedOut,,4000.2000000953703,3999.4000000000087,4000.2000000953703,4000.2000000953703,3999.4000000000087,4000.2000000953703,1,4000.2000000953703,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**r**,7,5,Win r = R,16,16,1,# You **won 7** points,# You **won 5** points,# Winning,,,,
36,1720170212319,05/07/2024 09:03:32,1720173812319,1,05/07/2024 11:03:32,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,11,Trial,Fixation,gnptrq,1,continue,,966.5999999999913,966.5999999999913,966.5999999999913,966.5999999999913,966.5999999999913,966.5999999999913,1,966.5999999999913,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**r**,5,4,Win r = R,16,16,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
37,1720170213288,05/07/2024 09:03:33,1720173813288,1,05/07/2024 11:03:33,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,11,Trial,Bandits,91qg1k,2,response,greenBox.png,968.8000000000029,966,968.8000000000029,968.8000000000029,966,968.8000000000029,1,968.8000000000029,0,0,,Click Response,Left Arm,1,object-17,Trial,greenBox.png,blueBox.png,**R**,**r**,5,4,Win r = R,16,16,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
38,1720170217285,05/07/2024 09:03:37,1720173817285,1,05/07/2024 11:03:37,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,11,Trial,Feedback Left,n9r2n7,3,timedOut,,4000.7000000953703,4000,4000.7000000953703,4000.7000000953703,4000,4000.7000000953703,1,4000.7000000953703,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**r**,5,4,Win r = R,16,16,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
39,1720170218259,05/07/2024 09:03:38,1720173818259,1,05/07/2024 11:03:38,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,12,Trial,Fixation,gnptrq,1,continue,,965.9000000000087,965.9000000000087,965.9000000000087,965.9000000000087,965.9000000000087,965.9000000000087,1,965.9000000000087,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**r**,3,4,Win r = R,16,16,1,# You **won 3** points,# You **won 4** point,# Winning,,,,
40,1720170219130,05/07/2024 09:03:39,1720173819130,1,05/07/2024 11:03:39,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,12,Trial,Bandits,91qg1k,2,response,greenBox.png,879.0000001430453,866.5999999999913,879.0000001430453,879.0000001430453,866.5999999999913,879.0000001430453,1,879.0000001430453,0,0,,Click Response,Left Arm,1,object-17,Trial,greenBox.png,blueBox.png,**R**,**r**,3,4,Win r = R,16,16,1,# You **won 3** points,# You **won 4** point,# Winning,,,,
41,1720170223118,05/07/2024 09:03:43,1720173823118,1,05/07/2024 11:03:43,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,12,Trial,Feedback Left,n9r2n7,3,timedOut,,4000.800000000003,4000,4000.800000000003,4000.800000000003,4000,4000.800000000003,1,4000.800000000003,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**r**,3,4,Win r = R,16,16,1,# You **won 3** points,# You **won 4** point,# Winning,,,,
42,1720170229286,05/07/2024 09:03:49,1720173829286,1,05/07/2024 11:03:49,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,1,rR Losing,Screen 1,w7og9r,1,continue,,6169.20000009537,6165.400000000009,6169.20000009537,6169.20000009537,6165.400000000009,6169.20000009537,1,6169.20000009537,0,0,,Click To Continue,Continue Button,2,object-202,rR Losing,,,,,,,,,,,,,,,,,
43,1720170230250,05/07/2024 09:03:50,1720173830250,1,05/07/2024 11:03:50,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,13,Trial,Fixation,gnptrq,1,continue,,967,967,967,967,967,967,1,967,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-7,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
44,1720170231111,05/07/2024 09:03:51,1720173831111,1,05/07/2024 11:03:51,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,13,Trial,Bandits,91qg1k,2,response,greenBox.png,861.3999999999942,849.6999999999825,861.3999999999942,861.3999999999942,849.6999999999825,861.3999999999942,1,861.3999999999942,0,0,,Click Response,Right SR,4,object-20,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-7,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
45,1720170235099,05/07/2024 09:03:55,1720173835099,1,05/07/2024 11:03:55,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,13,Trial,Feedback Right,g47dtj,3,timedOut,,4000.300000143063,3999.600000000006,4000.300000143063,4000.300000143063,3999.600000000006,4000.300000143063,1,4000.300000143063,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-7,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 7** points,# Losing,,,,
46,1720170236066,05/07/2024 09:03:56,1720173836066,1,05/07/2024 11:03:56,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,14,Trial,Fixation,gnptrq,1,continue,,966.6000000000058,966.6000000000058,966.6000000000058,966.6000000000058,966.6000000000058,966.6000000000058,1,966.6000000000058,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-3,-5,Lose r = R,11,11,0,# You **lost 3** points,# You **lost 5** points,# Losing,,,,
47,1720170236897,05/07/2024 09:03:56,1720173836897,1,05/07/2024 11:03:56,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,14,Trial,Bandits,91qg1k,2,response,greenBox.png,831,816.3999999999942,831,831,816.3999999999942,831,1,831,0,0,,Click Response,Right SR,4,object-20,Trial,blueBox.png,greenBox.png,**r**,**R**,-3,-5,Lose r = R,11,11,0,# You **lost 3** points,# You **lost 5** points,# Losing,,,,
48,1720170240881,05/07/2024 09:04:00,1720173840881,1,05/07/2024 11:04:00,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,14,Trial,Feedback Right,g47dtj,3,timedOut,,3999.899999952322,3999.3000000000175,3999.899999952322,3999.899999952322,3999.3000000000175,3999.899999952322,1,3999.899999952322,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-3,-5,Lose r = R,11,11,0,# You **lost 3** points,# You **lost 5** points,# Losing,,,,
49,1720170241848,05/07/2024 09:04:01,1720173841848,1,05/07/2024 11:04:01,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,15,Trial,Fixation,gnptrq,1,continue,,966.7999999999884,966.7999999999884,966.7999999999884,966.7999999999884,966.7999999999884,966.7999999999884,1,966.7999999999884,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-5,-1,Lose r = R,11,11,0,# You **lost 5** points,# You **lost 1** point,# Losing,,,,
50,1720170242417,05/07/2024 09:04:02,1720173842417,1,05/07/2024 11:04:02,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,15,Trial,Bandits,91qg1k,2,response,greenBox.png,568.6000001430511,565.8999999999942,568.6000001430511,568.6000001430511,565.8999999999942,568.6000001430511,1,568.6000001430511,0,0,,Click Response,Right SR,4,object-20,Trial,blueBox.png,greenBox.png,**r**,**R**,-5,-1,Lose r = R,11,11,0,# You **lost 5** points,# You **lost 1** point,# Losing,,,,
51,1720170246416,05/07/2024 09:04:06,1720173846416,1,05/07/2024 11:04:06,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,15,Trial,Feedback Right,g47dtj,3,timedOut,,4002.100000000006,3999.5,4002.100000000006,4002.100000000006,3999.5,4002.100000000006,1,4002.100000000006,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-5,-1,Lose r = R,11,11,0,# You **lost 5** points,# You **lost 1** point,# Losing,,,,
52,1720170247381,05/07/2024 09:04:07,1720173847381,1,05/07/2024 11:04:07,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,16,Trial,Fixation,gnptrq,1,continue,,967.1000000000058,967.1000000000058,967.1000000000058,967.1000000000058,967.1000000000058,967.1000000000058,1,967.1000000000058,0,0,,Fixation Timing,Fixation,1,object-7,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-3,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
53,1720170248036,05/07/2024 09:04:08,1720173848036,1,05/07/2024 11:04:08,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,16,Trial,Bandits,91qg1k,2,response,greenBox.png,655.1000001430511,650,655.1000001430511,655.1000001430511,650,655.1000001430511,1,655.1000001430511,0,0,,Click Response,Right SR,4,object-20,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-3,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
54,1720170252030,05/07/2024 09:04:12,1720173852030,1,05/07/2024 11:04:12,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,16,Trial,Feedback Right,g47dtj,3,timedOut,,4000,3999.2999999999884,4000,4000,3999.2999999999884,4000,1,4000,0,0,,Time Limit,screen,0,screen,Trial,blueBox.png,greenBox.png,**r**,**R**,-4,-3,Lose r = R,11,11,0,# You **lost 4** points,# You **lost 3** point,# Losing,,,,
55,1720170254668,05/07/2024 09:04:14,1720173854668,1,05/07/2024 11:04:14,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,1,End,End,ocbz4x,1,continue,,2638.9000000476954,2632.5,2638.9000000476954,2638.9000000476954,2632.5,2638.9000000476954,1,2638.9000000476954,0,0,,Click To Continue,Continue Button,2,object-64,End,,,,,,,,,,,,,,,,,
56,1720170254675,05/07/2024 09:04:14,1720173854675,1,05/07/2024 11:04:14,172913,29,task-c2ir,,38765891,BLIND,11375853,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x730,,,0,2-Armed Bandit (rehearsal),5,F,Consent,eligible,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1720170290769,05/07/2024 09:04:50,1720173890769,1,05/07/2024 11:04:50,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1720170312137,05/07/2024 09:05:12,1720173912137,1,05/07/2024 11:05:12,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions 1,so2kpt,1,continue,,21372.2,21366.2,21372.2,21372.2,21366.2,21372.2,1,21372.2,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,,,,,,,,,,,
3,1720170327456,05/07/2024 09:05:27,1720173927456,1,05/07/2024 11:05:27,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions 2,em4532,2,continue,,15326.999999998508,15324.900000000001,15326.999999998508,15326.999999998508,15324.900000000001,15326.999999998508,1,15326.999999998508,0,0,,Click To Continue,Continue Button,2,object-106,Instructions,,,,,,,,,,,,,,,,,
4,1720170330231,05/07/2024 09:05:30,1720173930231,1,05/07/2024 11:05:30,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions 3,ks39vb,3,continue,,2777.499999997017,2775.199999999997,2777.499999997017,2777.499999997017,2775.199999999997,2777.499999997017,1,2777.499999997017,0,0,,Click To Continue,Continue Button,2,object-127,Instructions,,,,,,,,,,,,,,,,,
5,1720170333547,05/07/2024 09:05:33,1720173933547,1,05/07/2024 11:05:33,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,1,SR Winning,Screen 1,pxw3h7,1,continue,,3318,3314.5999999999985,3318,3318,3314.5999999999985,3318,1,3318,0,0,,Click To Continue,Continue Button,2,object-198,SR Winning,,,,,,,,,,,,,,,,,
6,1720170334532,05/07/2024 09:05:34,1720173934532,1,05/07/2024 11:05:34,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Trial,Fixation,gnptrq,1,continue,,987.5999999999985,987.5999999999985,987.5999999999985,987.5999999999985,987.5999999999985,987.5999999999985,1,987.5999999999985,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,3,4,Win S = R,6,6,1,# You **won 3** points,# You **won 4** points,# Winning,,,,
7,1720170337447,05/07/2024 09:05:37,1720173937447,1,05/07/2024 11:05:37,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Trial,Bandits,91qg1k,2,response,greenBox.png,2914.800000000003,2908.800000000003,2914.800000000003,2914.800000000003,2908.800000000003,2914.800000000003,1,2914.800000000003,0,0,,Click Response,Left SR,3,object-19,Trial,greenBox.png,blueBox.png,**R**,**S**,3,4,Win S = R,6,6,1,# You **won 3** points,# You **won 4** points,# Winning,,,,
8,1720170341440,05/07/2024 09:05:41,1720173941440,1,05/07/2024 11:05:41,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,1,Trial,Feedback Left,n9r2n7,3,timedOut,,3999.7999999970198,3999.300000000003,3999.7999999970198,3999.7999999970198,3999.300000000003,3999.7999999970198,1,3999.7999999970198,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,3,4,Win S = R,6,6,1,# You **won 3** points,# You **won 4** points,# Winning,,,,
9,1720170342428,05/07/2024 09:05:42,1720173942428,1,05/07/2024 11:05:42,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,2,Trial,Fixation,gnptrq,1,continue,,987.7999999999956,987.7999999999956,987.7999999999956,987.7999999999956,987.7999999999956,987.7999999999956,1,987.7999999999956,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,7,4,Win S = R,6,6,1,# You **won 7** points,# You **won 4** points,# Winning,,,,
10,1720170343448,05/07/2024 09:05:43,1720173943448,1,05/07/2024 11:05:43,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,2,Trial,Bandits,91qg1k,2,response,blueBox.png,1020.6999999970212,1018,1020.6999999970212,1020.6999999970212,1018,1020.6999999970212,1,1020.6999999970212,0,0,,Click Response,Right Arm,2,object-18,Trial,greenBox.png,blueBox.png,**R**,**S**,7,4,Win S = R,6,6,1,# You **won 7** points,# You **won 4** points,# Winning,,,,
11,1720170347445,05/07/2024 09:05:47,1720173947445,1,05/07/2024 11:05:47,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,2,Trial,Feedback Right,g47dtj,3,timedOut,,3999.9000000000015,3999.300000000003,3999.9000000000015,3999.9000000000015,3999.300000000003,3999.9000000000015,1,3999.9000000000015,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,7,4,Win S = R,6,6,1,# You **won 7** points,# You **won 4** points,# Winning,,,,
12,1720170348433,05/07/2024 09:05:48,1720173948433,1,05/07/2024 11:05:48,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,3,Trial,Fixation,gnptrq,1,continue,,987.6999999999971,987.6999999999971,987.6999999999971,987.6999999999971,987.6999999999971,987.6999999999971,1,987.6999999999971,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,5,4,Win S = R,6,6,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
13,1720170350962,05/07/2024 09:05:50,1720173950962,1,05/07/2024 11:05:50,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,3,Trial,Bandits,91qg1k,2,response,blueBox.png,2529.5000000014916,2526.800000000003,2529.5000000014916,2529.5000000014916,2526.800000000003,2529.5000000014916,1,2529.5000000014916,0,0,,Click Response,Right Arm,2,object-18,Trial,greenBox.png,blueBox.png,**R**,**S**,5,4,Win S = R,6,6,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
14,1720170354959,05/07/2024 09:05:54,1720173954959,1,05/07/2024 11:05:54,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,3,Trial,Feedback Right,g47dtj,3,timedOut,,3999.7000000014887,3999.2999999999956,3999.7000000014887,3999.7000000014887,3999.2999999999956,3999.7000000014887,1,3999.7000000014887,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,5,4,Win S = R,6,6,1,# You **won 5** points,# You **won 4** points,# Winning,,,,
15,1720170355947,05/07/2024 09:05:55,1720173955947,1,05/07/2024 11:05:55,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,4,Trial,Fixation,gnptrq,1,continue,,987.8000000000029,987.8000000000029,987.8000000000029,987.8000000000029,987.8000000000029,987.8000000000029,1,987.8000000000029,0,0,,Fixation Timing,Fixation,1,object-7,Trial,greenBox.png,blueBox.png,**R**,**S**,1,4,Win S = R,6,6,1,# You **won 1** point,# You **won 4** points,# Winning,,,,
16,1720170356700,05/07/2024 09:05:56,1720173956700,1,05/07/2024 11:05:56,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,4,Trial,Bandits,91qg1k,2,response,greenBox.png,753.3999999985099,751.3999999999942,753.3999999985099,753.3999999985099,751.3999999999942,753.3999999985099,1,753.3999999985099,0,0,,Click Response,Left SR,3,object-19,Trial,greenBox.png,blueBox.png,**R**,**S**,1,4,Win S = R,6,6,1,# You **won 1** point,# You **won 4** points,# Winning,,,,
17,1720170360698,05/07/2024 09:06:00,1720173960698,1,05/07/2024 11:06:00,172913,29,task-c2ir,,38765957,BLIND,11375846,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1920x1080,1825x958,,,0,2-Armed Bandit (rehearsal),5,C,Consent,eligible,Spreadsheet1,Spreadsheet1,4,Trial,Feedback Left,n9r2n7,3,timedOut,,4000.100000000006,3999.300000000003,4000.100000000006,4000.100000000006,3999.300000000003,4000.100000000006,1,4000.100000000006,0,0,,Time Limit,screen,0,screen,Trial,greenBox.png,blueBox.png,**R**,**S**,1,4,Win S = R,6,6,1,# You **won 1** point,# You **won 4** points,# Winning,,,,
