Participant Private ID,Response,gain,safe,ID
11379574,0,200,115,104
11398328,1,200,50,106
11398328,1,200,60,106
11398328,0,200,70,106
11398328,1,200,55,106
11398328,1,200,65,106
11398328,0,200,85,106
11398328,0,200,100,106
11398328,0,200,75,106
11398328,0,200,95,106
11398328,0,200,80,106
11398328,0,200,90,106
11398328,0,200,105,106
11398328,0,200,120,106
11398328,0,200,110,106
11398328,0,200,115,106
11398625,1,200,50,119
11398625,1,200,60,119
11398625,0,200,70,119
11398625,1,200,55,119
11398625,1,200,65,119
11398625,0,200,85,119
11398625,0,200,100,119
11398625,0,200,75,119
11398625,0,200,95,119
11398625,0,200,80,119
11398625,0,200,90,119
11398625,0,200,105,119
11398625,0,200,120,119
11398625,0,200,110,119
11398625,0,200,115,119
11371844,1,200,50,4
11371844,1,200,60,4
11371844,0,200,70,4
11371844,1,200,55,4
11371844,0,200,65,4
11371844,0,200,85,4
11371844,0,200,100,4
11371844,0,200,75,4
11371844,0,200,95,4
11371844,0,200,80,4
11371844,0,200,90,4
11371844,0,200,105,4
11371844,0,200,120,4
11371844,0,200,110,4
11371844,0,200,115,4
11375531,1,200,50,7
11375531,1,200,60,7
11375531,0,200,70,7
11375531,1,200,55,7
11375531,1,200,65,7
11375531,0,200,85,7
11375531,0,200,100,7
11375531,0,200,75,7
11375531,0,200,95,7
11375531,0,200,80,7
11375531,0,200,90,7
11375531,0,200,105,7
11375531,0,200,120,7
11375531,0,200,110,7
11375531,0,200,115,7
11375534,0,200,50,10
11375534,0,200,60,10
11375534,0,200,70,10
11375534,0,200,55,10
11375534,0,200,65,10
11375534,0,200,85,10
11375534,0,200,100,10
11375534,0,200,75,10
11375534,0,200,95,10
11375534,0,200,80,10
11375534,0,200,90,10
11375534,0,200,105,10
11375534,0,200,120,10
11375534,0,200,110,10
11375534,0,200,115,10
11375676,1,200,50,17
11375676,1,200,60,17
11375676,1,200,70,17
11375676,1,200,55,17
11375676,1,200,65,17
11375676,1,200,85,17
11375676,0,200,100,17
11375676,1,200,75,17
11375676,0,200,95,17
11375676,1,200,80,17
11375676,0,200,90,17
11375676,0,200,105,17
11375676,0,200,120,17
11375676,0,200,110,17
11375676,0,200,115,17
11375785,1,200,50,23
11375785,1,200,60,23
11375785,0,200,70,23
11375785,1,200,55,23
11375785,1,200,65,23
11375785,0,200,85,23
11375785,0,200,100,23
11375785,0,200,75,23
11375785,0,200,95,23
11375785,0,200,80,23
11375785,0,200,90,23
11375785,0,200,105,23
11375785,0,200,120,23
11375785,0,200,110,23
11375785,0,200,115,23
11375846,0,200,50,27
11375846,0,200,60,27
11375846,0,200,70,27
11375846,0,200,55,27
11375846,0,200,65,27
11375846,0,200,85,27
11375846,0,200,100,27
11375846,0,200,75,27
11375846,0,200,95,27
11375846,0,200,80,27
11375846,0,200,90,27
11375846,0,200,105,27
11375846,0,200,120,27
11375846,0,200,110,27
11375846,0,200,115,27
11376071,1,200,50,40
11376071,1,200,60,40
11376071,0,200,70,40
11376071,1,200,55,40
11376071,0,200,65,40
11376071,0,200,85,40
11376071,0,200,100,40
11376071,0,200,75,40
11376071,0,200,95,40
11376071,0,200,80,40
11376071,0,200,90,40
11376071,0,200,105,40
11376071,0,200,120,40
11376071,0,200,110,40
11376071,0,200,115,40
11376164,0,200,50,43
11376164,0,200,60,43
11376164,0,200,70,43
11376164,0,200,55,43
11376164,0,200,65,43
11376164,0,200,85,43
11376164,0,200,100,43
11376164,0,200,75,43
11376164,0,200,95,43
11376164,0,200,80,43
11376164,0,200,90,43
11376164,0,200,105,43
11376164,0,200,120,43
11376164,0,200,110,43
11376164,0,200,115,43
11376033,1,200,50,39
11376033,1,200,60,39
11376033,1,200,70,39
11376033,1,200,55,39
11376033,1,200,65,39
11376033,0,200,85,39
11376033,0,200,100,39
11376033,1,200,75,39
11376033,0,200,95,39
11376033,0,200,80,39
11376033,0,200,90,39
11376033,0,200,105,39
11376033,0,200,120,39
11376033,0,200,110,39
11376033,0,200,115,39
11376459,1,200,50,53
11376459,1,200,60,53
11376459,0,200,70,53
11376459,1,200,55,53
11376459,1,200,65,53
11376459,0,200,85,53
11376459,0,200,100,53
11376459,0,200,75,53
11376459,0,200,95,53
11376459,0,200,80,53
11376459,0,200,90,53
11376459,0,200,105,53
11376459,0,200,120,53
11376459,0,200,110,53
11376459,0,200,115,53
11376629,1,200,50,58
11376629,1,200,60,58
11376629,0,200,70,58
11376629,1,200,55,58
11376629,1,200,65,58
11376629,0,200,85,58
11376629,0,200,100,58
11376629,1,200,75,58
11376629,0,200,95,58
11376629,0,200,80,58
11376629,0,200,90,58
11376629,0,200,105,58
11376629,0,200,120,58
11376629,0,200,110,58
11376629,0,200,115,58
11376760,1,200,50,65
11376760,1,200,60,65
11376760,0,200,70,65
11376760,1,200,55,65
11376760,1,200,65,65
11376760,0,200,85,65
11376760,0,200,100,65
11376760,0,200,75,65
11376760,0,200,95,65
11376760,0,200,80,65
11376760,0,200,90,65
11376760,0,200,105,65
11376760,0,200,120,65
11376760,0,200,110,65
11376760,0,200,115,65
11376894,0,200,50,70
11376894,0,200,60,70
11376894,0,200,70,70
11376894,0,200,55,70
11376894,0,200,65,70
11376894,0,200,85,70
11376894,0,200,100,70
11376894,0,200,75,70
11376894,0,200,95,70
11376894,0,200,80,70
11376894,0,200,90,70
11376894,0,200,105,70
11376894,0,200,120,70
11376894,0,200,110,70
11376894,0,200,115,70
11377038,1,200,50,75
11377038,1,200,60,75
11377038,1,200,70,75
11377038,1,200,55,75
11377038,1,200,65,75
11377038,1,200,85,75
11377038,0,200,100,75
11377038,1,200,75,75
11377038,0,200,95,75
11377038,1,200,80,75
11377038,0,200,90,75
11377038,0,200,105,75
11377038,0,200,120,75
11377038,0,200,110,75
11377038,0,200,115,75
11377146,1,200,50,79
11377146,1,200,60,79
11377146,0,200,70,79
11377146,0,200,55,79
11377146,0,200,65,79
11377146,0,200,85,79
11377146,0,200,100,79
11377146,1,200,75,79
11377146,0,200,95,79
11377146,0,200,80,79
11377146,0,200,90,79
11377146,0,200,105,79
11377146,0,200,120,79
11377146,0,200,110,79
11377146,0,200,115,79
11377344,1,200,50,86
11377344,1,200,60,86
11377344,0,200,70,86
11377344,1,200,55,86
11377344,1,200,65,86
11377344,0,200,85,86
11377344,0,200,100,86
11377344,0,200,75,86
11377344,0,200,95,86
11377344,0,200,80,86
11377344,0,200,90,86
11377344,0,200,105,86
11377344,0,200,120,86
11377344,0,200,110,86
11377344,0,200,115,86
11377487,1,200,50,92
11377487,1,200,60,92
11377487,1,200,70,92
11377487,1,200,55,92
11377487,1,200,65,92
11377487,0,200,85,92
11377487,0,200,100,92
11377487,0,200,75,92
11377487,0,200,95,92
11377487,0,200,80,92
11377487,0,200,90,92
11377487,0,200,105,92
11377487,0,200,120,92
11377487,0,200,110,92
11377487,0,200,115,92
11377722,1,200,50,100
11377722,1,200,60,100
11377722,0,200,70,100
11377722,1,200,55,100
11377722,1,200,65,100
11377722,0,200,85,100
11377722,0,200,100,100
11377722,0,200,75,100
11377722,0,200,95,100
11377722,0,200,80,100
11377722,0,200,90,100
11377722,0,200,105,100
11377722,0,200,120,100
11377722,0,200,110,100
11377722,0,200,115,100
11377895,0,200,50,103
11377895,0,200,60,103
11377895,0,200,70,103
11377895,0,200,55,103
11377895,0,200,65,103
11377895,0,200,85,103
11377895,0,200,100,103
11377895,0,200,75,103
11377895,0,200,95,103
11377895,0,200,80,103
11377895,0,200,90,103
11377895,0,200,105,103
11377895,0,200,120,103
11377895,0,200,110,103
11377895,0,200,115,103
11398335,1,200,50,112
11398335,0,200,60,112
11398335,0,200,70,112
11398335,1,200,55,112
11398335,0,200,65,112
11398335,0,200,85,112
11398335,0,200,100,112
11398335,0,200,75,112
11398335,0,200,95,112
11398335,0,200,80,112
11398335,0,200,90,112
11398335,0,200,105,112
11398335,0,200,120,112
11398335,0,200,110,112
11398335,0,200,115,112
11398741,1,200,50,120
11398741,1,200,60,120
11398741,1,200,70,120
11398741,1,200,55,120
11398741,1,200,65,120
11398741,0,200,85,120
11398741,0,200,100,120
11398741,0,200,75,120
11398741,0,200,95,120
11398741,0,200,80,120
11398741,0,200,90,120
11398741,0,200,105,120
11398741,0,200,120,120
11398741,0,200,110,120
11398741,0,200,115,120
11371805,1,200,50,1
11371805,1,200,60,1
11371805,0,200,70,1
11371805,1,200,55,1
11371805,1,200,65,1
11371805,0,200,85,1
11371805,0,200,100,1
11371805,0,200,75,1
11371805,0,200,95,1
11371805,0,200,80,1
11371805,0,200,90,1
11371805,0,200,105,1
11371805,0,200,120,1
11371805,0,200,110,1
11371805,0,200,115,1
11375533,1,200,50,9
11375533,1,200,60,9
11375533,1,200,70,9
11375533,1,200,55,9
11375533,1,200,65,9
11375533,1,200,85,9
11375533,0,200,100,9
11375533,1,200,75,9
11375533,0,200,95,9
11375533,1,200,80,9
11375533,0,200,90,9
11375533,0,200,105,9
11375533,0,200,120,9
11375533,0,200,110,9
11375533,0,200,115,9
11375537,1,200,50,11
11375537,1,200,60,11
11375537,1,200,70,11
11375537,1,200,55,11
11375537,1,200,65,11
11375537,1,200,85,11
11375537,0,200,100,11
11375537,1,200,75,11
11375537,0,200,95,11
11375537,1,200,80,11
11375537,0,200,90,11
11375537,0,200,105,11
11375537,0,200,120,11
11375537,0,200,110,11
11375537,0,200,115,11
11375695,1,200,50,19
11375695,1,200,60,19
11375695,1,200,70,19
11375695,1,200,55,19
11375695,1,200,65,19
11375695,0,200,85,19
11375695,0,200,100,19
11375695,1,200,75,19
11375695,0,200,95,19
11375695,0,200,80,19
11375695,0,200,90,19
11375695,0,200,105,19
11375695,0,200,120,19
11375695,0,200,110,19
11375695,0,200,115,19
11375840,0,200,50,26
11375840,0,200,60,26
11375840,0,200,70,26
11375840,0,200,55,26
11375840,0,200,65,26
11375840,0,200,85,26
11375840,0,200,100,26
11375840,0,200,75,26
11375840,0,200,95,26
11375840,0,200,80,26
11375840,0,200,90,26
11375840,0,200,105,26
11375840,0,200,120,26
11375840,0,200,110,26
11375840,0,200,115,26
11375929,0,200,50,32
11375929,0,200,60,32
11375929,0,200,70,32
11375929,0,200,55,32
11375929,0,200,65,32
11375929,0,200,85,32
11375929,0,200,100,32
11375929,0,200,75,32
11375929,0,200,95,32
11375929,0,200,80,32
11375929,0,200,90,32
11375929,0,200,105,32
11375929,0,200,120,32
11375929,0,200,110,32
11375929,0,200,115,32
11376000,0,200,50,35
11376000,0,200,60,35
11376000,0,200,70,35
11376000,0,200,55,35
11376000,0,200,65,35
11376000,0,200,85,35
11376000,0,200,100,35
11376000,0,200,75,35
11376000,0,200,95,35
11376000,0,200,80,35
11376000,0,200,90,35
11376000,0,200,105,35
11376000,0,200,120,35
11376000,0,200,110,35
11376000,0,200,115,35
11376158,0,200,50,41
11376158,0,200,60,41
11376158,0,200,70,41
11376158,0,200,55,41
11376158,0,200,65,41
11376158,0,200,85,41
11376158,0,200,100,41
11376158,0,200,75,41
11376158,0,200,95,41
11376158,0,200,80,41
11376158,0,200,90,41
11376158,0,200,105,41
11376158,0,200,120,41
11376158,0,200,110,41
11376158,0,200,115,41
11376173,1,200,50,44
11376173,1,200,60,44
11376173,1,200,70,44
11376173,1,200,55,44
11376173,1,200,65,44
11376173,1,200,85,44
11376173,1,200,100,44
11376173,1,200,75,44
11376173,1,200,95,44
11376173,1,200,80,44
11376173,1,200,90,44
11376173,1,200,105,44
11376173,1,200,120,44
11376173,1,200,110,44
11376173,1,200,115,44
11376370,1,200,50,51
11376370,1,200,60,51
11376370,0,200,70,51
11376370,0,200,55,51
11376370,0,200,65,51
11376370,0,200,85,51
11376370,0,200,100,51
11376370,0,200,75,51
11376370,0,200,95,51
11376370,0,200,80,51
11376370,0,200,90,51
11376370,0,200,105,51
11376370,0,200,120,51
11376370,0,200,110,51
11376370,0,200,115,51
11376488,1,200,50,54
11376488,1,200,60,54
11376488,1,200,70,54
11376488,1,200,55,54
11376488,1,200,65,54
11376488,1,200,85,54
11376488,1,200,100,54
11376488,1,200,75,54
11376488,1,200,95,54
11376488,1,200,80,54
11376488,1,200,90,54
11376488,0,200,105,54
11376488,0,200,120,54
11376488,0,200,110,54
11376488,0,200,115,54
11376715,0,200,50,64
11376715,0,200,60,64
11376715,0,200,70,64
11376715,0,200,55,64
11376715,0,200,65,64
11376715,0,200,85,64
11376715,0,200,100,64
11376715,0,200,75,64
11376715,0,200,95,64
11376715,0,200,80,64
11376715,0,200,90,64
11376715,0,200,105,64
11376715,0,200,120,64
11376715,0,200,110,64
11376715,0,200,115,64
11376853,1,200,50,68
11376853,1,200,60,68
11376853,0,200,70,68
11376853,1,200,55,68
11376853,1,200,65,68
11376853,0,200,85,68
11376853,0,200,100,68
11376853,0,200,75,68
11376853,0,200,95,68
11376853,0,200,80,68
11376853,0,200,90,68
11376853,0,200,105,68
11376853,0,200,120,68
11376853,0,200,110,68
11376853,0,200,115,68
11377058,1,200,50,76
11377058,1,200,60,76
11377058,1,200,70,76
11377058,1,200,55,76
11377058,1,200,65,76
11377058,1,200,85,76
11377058,0,200,100,76
11377058,1,200,75,76
11377058,1,200,95,76
11377058,1,200,80,76
11377058,1,200,90,76
11377058,0,200,105,76
11377058,0,200,120,76
11377058,0,200,110,76
11377058,0,200,115,76
11377249,1,200,50,81
11377249,0,200,60,81
11377249,0,200,70,81
11377249,1,200,55,81
11377249,0,200,65,81
11377249,0,200,85,81
11377249,0,200,100,81
11377249,0,200,75,81
11377249,0,200,95,81
11377249,0,200,80,81
11377249,0,200,90,81
11377249,0,200,105,81
11377249,0,200,120,81
11377249,0,200,110,81
11377249,0,200,115,81
11377442,1,200,50,88
11377442,1,200,60,88
11377442,0,200,70,88
11377442,1,200,55,88
11377442,1,200,65,88
11377442,0,200,85,88
11377442,0,200,100,88
11377442,0,200,75,88
11377442,0,200,95,88
11377442,0,200,80,88
11377442,0,200,90,88
11377442,0,200,105,88
11377442,0,200,120,88
11377442,0,200,110,88
11377442,0,200,115,88
11377647,0,200,50,97
11377647,0,200,60,97
11377647,0,200,70,97
11377647,0,200,55,97
11377647,0,200,65,97
11377647,0,200,85,97
11377647,0,200,100,97
11377647,0,200,75,97
11377647,0,200,95,97
11377647,0,200,80,97
11377647,0,200,90,97
11377647,0,200,105,97
11377647,0,200,120,97
11377647,0,200,110,97
11377647,0,200,115,97
11377630,1,200,50,96
11377630,1,200,60,96
11377630,0,200,70,96
11377630,1,200,55,96
11377630,1,200,65,96
11377630,0,200,85,96
