Participant Private ID,Response,gain,safe,ID
11377630,0,200,100,96
11377630,0,200,75,96
11377630,0,200,95,96
11377630,0,200,80,96
11377630,0,200,90,96
11377630,0,200,105,96
11377630,0,200,120,96
11377630,0,200,110,96
11377630,0,200,115,96
11379578,0,200,50,105
11379578,0,200,60,105
11379578,0,200,70,105
11379578,0,200,55,105
11379578,0,200,65,105
11379578,0,200,85,105
11379578,0,200,100,105
11379578,0,200,75,105
11379578,0,200,95,105
11379578,0,200,80,105
11379578,0,200,90,105
11379578,0,200,105,105
11379578,0,200,120,105
11379578,0,200,110,105
11379578,0,200,115,105
11398341,1,200,50,113
11398341,1,200,60,113
11398341,0,200,70,113
11398341,1,200,55,113
11398341,1,200,65,113
11398341,1,200,85,113
11398341,0,200,100,113
11398341,1,200,75,113
11398341,1,200,95,113
11398341,1,200,80,113
11398341,1,200,90,113
11398341,1,200,105,113
11398341,0,200,120,113
11398341,1,200,110,113
11398341,0,200,115,113
11398605,0,200,50,117
11398605,0,200,60,117
11398605,0,200,70,117
11398605,0,200,55,117
11398605,0,200,65,117
11398605,0,200,85,117
11398605,0,200,100,117
11398605,0,200,75,117
11398605,0,200,95,117
11398605,0,200,80,117
11398605,0,200,90,117
11398605,0,200,105,117
11398605,0,200,120,117
11398605,0,200,110,117
11398605,0,200,115,117
11375532,0,200,50,8
11375532,0,200,60,8
11375532,0,200,70,8
11375532,0,200,55,8
11375532,0,200,65,8
11375532,0,200,85,8
11375532,0,200,100,8
11375532,0,200,75,8
11375532,0,200,95,8
11375532,0,200,80,8
11375532,0,200,90,8
11375532,0,200,105,8
11375532,0,200,120,8
11375532,0,200,110,8
11375532,0,200,115,8
11375644,0,200,50,14
11375644,0,200,60,14
11375644,0,200,70,14
11375644,0,200,55,14
11375644,0,200,65,14
11375644,0,200,85,14
11375644,0,200,100,14
11375644,0,200,75,14
11375644,0,200,95,14
11375644,0,200,80,14
11375644,0,200,90,14
11375644,0,200,105,14
11375644,0,200,120,14
11375644,0,200,110,14
11375644,0,200,115,14
11375648,1,200,50,15
11375648,1,200,60,15
11375648,0,200,70,15
11375648,1,200,55,15
11375648,1,200,65,15
11375648,0,200,85,15
11375648,0,200,100,15
11375648,0,200,75,15
11375648,0,200,95,15
11375648,0,200,80,15
11375648,0,200,90,15
11375648,0,200,105,15
11375648,0,200,120,15
11375648,0,200,110,15
11375648,0,200,115,15
11375787,1,200,50,24
11375787,1,200,60,24
11375787,1,200,70,24
11375787,1,200,55,24
11375787,1,200,65,24
11375787,1,200,85,24
11375787,0,200,100,24
11375787,1,200,75,24
11375787,0,200,95,24
11375787,1,200,80,24
11375787,0,200,90,24
11375787,0,200,105,24
11375787,0,200,120,24
11375787,0,200,110,24
11375787,0,200,115,24
11375902,0,200,50,30
11375902,0,200,60,30
11375902,0,200,70,30
11375902,0,200,55,30
11375902,0,200,65,30
11375902,0,200,85,30
11375902,0,200,100,30
11375902,0,200,75,30
11375902,0,200,95,30
11375902,0,200,80,30
11375902,0,200,90,30
11375902,0,200,105,30
11375902,0,200,120,30
11375902,0,200,110,30
11375902,0,200,115,30
11375935,0,200,50,33
11375935,1,200,60,33
11375935,0,200,70,33
11375935,0,200,55,33
11375935,0,200,65,33
11375935,0,200,85,33
11375935,0,200,100,33
11375935,0,200,75,33
11375935,0,200,95,33
11375935,0,200,80,33
11375935,0,200,90,33
11375935,0,200,105,33
11375935,0,200,120,33
11375935,0,200,110,33
11375935,0,200,115,33
11376160,1,200,50,42
11376160,1,200,60,42
11376160,0,200,70,42
11376160,1,200,55,42
11376160,1,200,65,42
11376160,0,200,85,42
11376160,0,200,100,42
11376160,0,200,75,42
11376160,0,200,95,42
11376160,0,200,80,42
11376160,0,200,90,42
11376160,0,200,105,42
11376160,0,200,120,42
11376160,0,200,110,42
11376160,0,200,115,42
11376375,1,200,50,52
11376375,1,200,60,52
11376375,1,200,70,52
11376375,1,200,55,52
11376375,1,200,65,52
11376375,1,200,85,52
11376375,0,200,100,52
11376375,1,200,75,52
11376375,1,200,95,52
11376375,1,200,80,52
11376375,1,200,90,52
11376375,0,200,105,52
11376375,0,200,120,52
11376375,0,200,110,52
11376375,0,200,115,52
11376296,1,200,50,47
11376296,1,200,60,47
11376296,1,200,70,47
11376296,1,200,55,47
11376296,1,200,65,47
11376296,1,200,85,47
11376296,0,200,100,47
11376296,1,200,75,47
11376296,1,200,95,47
11376296,1,200,80,47
11376296,1,200,90,47
11376296,0,200,105,47
11376296,0,200,120,47
11376296,0,200,110,47
11376296,0,200,115,47
11376666,1,200,50,61
11376666,1,200,60,61
11376666,0,200,70,61
11376666,1,200,55,61
11376666,1,200,65,61
11376666,0,200,85,61
11376666,0,200,100,61
11376666,1,200,75,61
11376666,0,200,95,61
11376666,0,200,80,61
11376666,0,200,90,61
11376666,0,200,105,61
11376666,0,200,120,61
11376666,0,200,110,61
11376666,0,200,115,61
11376807,1,200,50,66
11376807,0,200,60,66
11376807,0,200,70,66
11376807,0,200,55,66
11376807,0,200,65,66
11376807,0,200,85,66
11376807,0,200,100,66
11376807,0,200,75,66
11376807,0,200,95,66
11376807,0,200,80,66
11376807,0,200,90,66
11376807,0,200,105,66
11376807,0,200,120,66
11376807,0,200,110,66
11376807,0,200,115,66
11376903,0,200,50,71
11376903,0,200,60,71
11376903,0,200,70,71
11376903,0,200,55,71
11376903,0,200,65,71
11376903,0,200,85,71
11376903,0,200,100,71
11376903,0,200,75,71
11376903,0,200,95,71
11376903,0,200,80,71
11376903,0,200,90,71
11376903,0,200,105,71
11376903,0,200,120,71
11376903,0,200,110,71
11376903,0,200,115,71
11376932,1,200,50,73
11376932,1,200,60,73
11376932,1,200,70,73
11376932,1,200,55,73
11376932,1,200,65,73
11376932,0,200,85,73
11376932,0,200,100,73
11376932,1,200,75,73
11376932,0,200,95,73
11376932,0,200,80,73
11376932,0,200,90,73
11376932,0,200,105,73
11376932,0,200,120,73
11376932,0,200,110,73
11376932,0,200,115,73
11377190,1,200,50,80
11377190,0,200,60,80
11377190,1,200,70,80
11377190,1,200,55,80
11377190,1,200,65,80
11377190,0,200,85,80
11377190,0,200,100,80
11377190,0,200,75,80
11377190,0,200,95,80
11377190,0,200,80,80
11377190,0,200,90,80
11377190,0,200,105,80
11377190,0,200,120,80
11377190,0,200,110,80
11377190,0,200,115,80
11377470,1,200,50,91
11377470,1,200,60,91
11377470,1,200,70,91
11377470,1,200,55,91
11377470,1,200,65,91
11377470,1,200,85,91
11377470,0,200,100,91
11377470,1,200,75,91
11377470,0,200,95,91
11377470,1,200,80,91
11377470,1,200,90,91
11377470,0,200,105,91
11377470,0,200,120,91
11377470,0,200,110,91
11377470,0,200,115,91
11377451,1,200,50,89
11377451,1,200,60,89
11377451,1,200,70,89
11377451,1,200,55,89
11377451,1,200,65,89
11377451,1,200,85,89
11377451,0,200,100,89
11377451,1,200,75,89
11377451,0,200,95,89
11377451,1,200,80,89
11377451,0,200,90,89
11377451,0,200,105,89
11377451,0,200,120,89
11377451,1,200,110,89
11377451,0,200,115,89
11377691,0,200,50,99
11377691,0,200,60,99
11377691,0,200,70,99
11377691,0,200,55,99
11377691,0,200,65,99
11377691,0,200,85,99
11377691,0,200,100,99
11377691,0,200,75,99
11377691,0,200,95,99
11377691,0,200,80,99
11377691,0,200,90,99
11377691,0,200,105,99
11377691,0,200,120,99
11377691,0,200,110,99
11377691,0,200,115,99
11398334,1,200,50,111
11398334,1,200,60,111
11398334,0,200,70,111
11398334,1,200,55,111
11398334,0,200,65,111
11398334,0,200,85,111
11398334,0,200,100,111
11398334,0,200,75,111
11398334,0,200,95,111
11398334,0,200,80,111
11398334,0,200,90,111
11398334,0,200,105,111
11398334,0,200,120,111
11398334,0,200,110,111
11398334,0,200,115,111
11398394,1,200,50,115
11398394,1,200,60,115
11398394,0,200,70,115
11398394,1,200,55,115
11398394,1,200,65,115
11398394,0,200,85,115
11398394,0,200,100,115
11398394,0,200,75,115
11398394,0,200,95,115
11398394,0,200,80,115
11398394,0,200,90,115
11398394,0,200,105,115
11398394,0,200,120,115
11398394,0,200,110,115
11398394,0,200,115,115
11398618,0,200,50,118
11398618,0,200,60,118
11398618,0,200,70,118
11398618,0,200,55,118
11398618,0,200,65,118
11398618,0,200,85,118
11398618,0,200,100,118
11398618,0,200,75,118
11398618,0,200,95,118
11398618,0,200,80,118
11398618,0,200,90,118
11398618,0,200,105,118
11398618,0,200,120,118
11398618,0,200,110,118
11398618,0,200,115,118
11371837,1,200,50,2
11371837,1,200,60,2
11371837,0,200,70,2
11371837,1,200,55,2
11371837,1,200,65,2
11371837,0,200,85,2
11371837,0,200,100,2
11371837,0,200,75,2
11371837,0,200,95,2
11371837,0,200,80,2
11371837,0,200,90,2
11371837,0,200,105,2
11371837,0,200,120,2
11371837,0,200,110,2
11371837,0,200,115,2
11375545,1,200,50,12
11375545,1,200,60,12
11375545,0,200,70,12
11375545,1,200,55,12
11375545,1,200,65,12
11375545,0,200,85,12
11375545,0,200,100,12
11375545,0,200,75,12
11375545,0,200,95,12
11375545,0,200,80,12
11375545,0,200,90,12
11375545,0,200,105,12
11375545,0,200,120,12
11375545,0,200,110,12
11375545,0,200,115,12
11375696,0,200,50,20
11375696,0,200,60,20
11375696,0,200,70,20
11375696,0,200,55,20
11375696,0,200,65,20
11375696,0,200,85,20
11375696,0,200,100,20
11375696,0,200,75,20
11375696,0,200,95,20
11375696,0,200,80,20
11375696,0,200,90,20
11375696,0,200,105,20
11375696,0,200,120,20
11375696,0,200,110,20
11375696,0,200,115,20
11375853,1,200,50,28
11375853,1,200,60,28
11375853,0,200,70,28
11375853,1,200,55,28
11375853,1,200,65,28
11375853,0,200,85,28
11375853,0,200,100,28
11375853,0,200,75,28
11375853,0,200,95,28
11375853,0,200,80,28
11375853,0,200,90,28
11375853,0,200,105,28
11375853,0,200,120,28
11375853,0,200,110,28
11375853,0,200,115,28
11375783,1,200,50,22
11375783,1,200,60,22
11375783,1,200,70,22
11375783,1,200,55,22
11375783,1,200,65,22
11375783,1,200,85,22
11375783,0,200,100,22
11375783,1,200,75,22
11375783,0,200,95,22
11375783,1,200,80,22
11375783,0,200,90,22
11375783,0,200,105,22
11375783,0,200,120,22
11375783,0,200,110,22
11375783,0,200,115,22
11376005,1,200,50,36
11376005,1,200,60,36
11376005,1,200,70,36
11376005,1,200,55,36
11376005,1,200,65,36
11376005,1,200,85,36
11376005,0,200,100,36
11376005,1,200,75,36
11376005,1,200,95,36
11376005,1,200,80,36
11376005,1,200,90,36
11376005,0,200,105,36
11376005,0,200,120,36
11376005,0,200,110,36
11376005,0,200,115,36
11376359,1,200,50,50
11376359,1,200,60,50
11376359,1,200,70,50
11376359,1,200,55,50
11376359,1,200,65,50
11376359,1,200,85,50
11376359,0,200,100,50
11376359,1,200,75,50
11376359,1,200,95,50
11376359,1,200,80,50
11376359,1,200,90,50
11376359,0,200,105,50
11376359,0,200,120,50
11376359,0,200,110,50
11376359,0,200,115,50
11376326,1,200,50,48
11376326,0,200,60,48
11376326,1,200,70,48
11376326,1,200,55,48
11376326,1,200,65,48
11376326,0,200,85,48
11376326,0,200,100,48
11376326,1,200,75,48
11376326,0,200,95,48
11376326,1,200,80,48
11376326,0,200,90,48
11376326,0,200,105,48
11376326,0,200,120,48
11376326,0,200,110,48
11376326,0,200,115,48
11376563,0,200,50,56
11376563,0,200,60,56
11376563,0,200,70,56
11376563,0,200,55,56
11376563,0,200,65,56
11376563,0,200,85,56
11376563,0,200,100,56
11376563,0,200,75,56
11376563,0,200,95,56
11376563,0,200,80,56
11376563,0,200,90,56
11376563,0,200,105,56
11376563,0,200,120,56
11376563,0,200,110,56
11376563,0,200,115,56
11376681,1,200,50,63
11376681,0,200,60,63
11376681,1,200,70,63
11376681,0,200,55,63
11376681,0,200,65,63
11376681,0,200,85,63
11376681,0,200,100,63
11376681,1,200,75,63
11376681,0,200,95,63
11376681,1,200,80,63
11376681,0,200,90,63
11376681,0,200,105,63
11376681,0,200,120,63
11376681,0,200,110,63
11376681,0,200,115,63
11376877,1,200,50,69
11376877,1,200,60,69
11376877,1,200,70,69
11376877,1,200,55,69
11376877,0,200,65,69
11376877,0,200,85,69
11376877,0,200,100,69
11376877,1,200,75,69
11376877,0,200,95,69
11376877,0,200,80,69
11376877,0,200,90,69
11376877,0,200,105,69
11376877,0,200,120,69
11376877,0,200,110,69
11376877,0,200,115,69
11377060,1,200,50,77
11377060,1,200,60,77
11377060,1,200,70,77
11377060,1,200,55,77
11377060,1,200,65,77
11377060,1,200,85,77
11377060,0,200,100,77
11377060,1,200,75,77
11377060,0,200,95,77
11377060,1,200,80,77
11377060,0,200,90,77
11377060,0,200,105,77
11377060,0,200,120,77
11377060,0,200,110,77
11377060,0,200,115,77
11377297,1,200,50,83
11377297,1,200,60,83
11377297,1,200,70,83
11377297,1,200,55,83
11377297,1,200,65,83
11377297,1,200,85,83
11377297,0,200,100,83
11377297,1,200,75,83
11377297,1,200,95,83
11377297,1,200,80,83
11377297,1,200,90,83
11377297,0,200,105,83
11377297,0,200,120,83
11377297,0,200,110,83
11377297,0,200,115,83
11377455,1,200,50,90
11377455,1,200,60,90
11377455,1,200,70,90
11377455,0,200,55,90
11377455,1,200,65,90
11377455,0,200,85,90
11377455,0,200,100,90
11377455,1,200,75,90
11377455,0,200,95,90
11377455,0,200,80,90
11377455,0,200,90,90
11377455,0,200,105,90
11377455,0,200,120,90
11377455,1,200,110,90
11377455,1,200,115,90
11377511,0,200,50,93
11377511,1,200,60,93
11377511,0,200,70,93
11377511,0,200,55,93
11377511,0,200,65,93
11377511,0,200,85,93
11377511,1,200,100,93
11377511,1,200,75,93
11377511,0,200,95,93
11377511,1,200,80,93
11377511,0,200,90,93
11377511,0,200,105,93
11377511,0,200,120,93
11377511,1,200,110,93
11377511,0,200,115,93
11377669,0,200,50,98
11377669,1,200,60,98
11377669,1,200,70,98
11377669,0,200,55,98
11377669,0,200,65,98
11377669,1,200,85,98
11377669,0,200,100,98
11377669,1,200,75,98
11377669,0,200,95,98
11377669,1,200,80,98
11377669,0,200,90,98
11377669,0,200,105,98
11377669,0,200,120,98
11377669,0,200,110,98
11377669,0,200,115,98
11398333,1,200,50,110
11398333,1,200,60,110
11398333,1,200,70,110
11398333,1,200,55,110
11398333,1,200,65,110
11398333,1,200,85,110
11398333,0,200,100,110
11398333,1,200,75,110
11398333,0,200,95,110
11398333,1,200,80,110
11398333,1,200,90,110
11398333,0,200,105,110
11398333,0,200,120,110
11398333,0,200,110,110
11398333,0,200,115,110
11398403,1,200,50,116
11398403,0,200,60,116
11398403,0,200,70,116
11398403,1,200,55,116
11398403,0,200,65,116
11398403,0,200,85,116
11398403,0,200,100,116
11398403,0,200,75,116
11398403,0,200,95,116
11398403,0,200,80,116
11398403,0,200,90,116
11398403,0,200,105,116
11398403,0,200,120,116
11398403,0,200,110,116
11398403,0,200,115,116
11398329,1,200,50,107
11398329,0,200,60,107
11398329,0,200,70,107
11398329,1,200,55,107
11398329,0,200,65,107
11398329,0,200,85,107
11398329,0,200,100,107
11398329,0,200,75,107
11398329,0,200,95,107
11398329,0,200,80,107
11398329,0,200,90,107
11398329,0,200,105,107
11398329,0,200,120,107
11398329,0,200,110,107
11398329,0,200,115,107
